plot.id,year,dist,region
CK 3,2003,0,Boso
CK 3,2004,0.212121212,Boso
CK 3,2005,0.157894737,Boso
CK 3,2006,0.166666667,Boso
CK 3,2007,0.257142857,Boso
CK 3,2008,0.151515152,Boso
CK 3,2009,0.243243243,Boso
CK 3,2010,0.243243243,Boso
CK 3,2011,0.317073171,Boso
CK 3,2012,0.268292683,Boso
CK 3,2013,0.333333333,Boso
CK 3,2014,0.263157895,Boso
CK 3,2015,0.230769231,Boso
